UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,id,Machine failure.1,rule_tachycardia,rule_tachypnea,rule_temp,rule_wbc,clinical_flag,meets_clinical_rule,failure,clinical_risk_score,thermal_gradient,power_estimate,wear_rate_indicator,operating_regime,seq_index,time_since_last_failure,temp_stability,wear_acceleration,operating_hours_proxy,Type_encoded
420,M15279,M,297.3,308.3,1501,38.2,2,0,136848.0,0.004347804,False,False,False,False,0,False,0,False,11.0,6.004628756937899,0.0013315579227696406,1,0,[1.],0.0,0.0,0.03333333333333333,2
421,M15280,M,297.3,308.3,1301,39.6,5,0,136849.0,0.004217193,False,False,False,False,0,False,0,False,11.0,5.3952874646559845,0.0038402457757296467,1,0,[1.],0.0,0.0,0.08333333333333333,2
422,M15281,M,297.3,308.3,1657,31.1,8,0,136850.0,0.006475341,False,False,False,False,0,False,0,False,11.0,5.396659336056132,0.0048250904704463205,1,0,[1.],0.0,0.0,0.13333333333333333,2
423,L47602,L,297.3,308.3,1333,55.2,11,0,136851.0,0.005350445,False,False,False,False,0,False,0,False,11.0,7.705686459315112,0.008245877061469266,1,0,[1.],0.0,0.0,0.18333333333333332,1
424,L47603,L,297.3,308.3,1484,43.9,13,0,136852.0,0.00839767,False,False,False,False,0,False,0,False,11.0,6.82245261283904,0.008754208754208754,1,0,[1.],0.0,0.0,0.21666666666666667,1
425,L47604,L,297.3,308.4,1430,45.7,15,0,136853.0,0.008194906,False,False,False,False,0,False,0,False,11.099999999999966,6.84375327259399,0.010482180293501049,1,0,[1.],0.0,0.0,0.25,1
426,M15285,M,297.3,308.4,1665,28.9,17,0,136854.0,0.018773199,False,False,False,False,0,False,0,False,11.099999999999966,5.039114043355325,0.01020408163265306,1,0,[1.],0.0,0.0,0.2833333333333333,2
427,L47606,L,297.4,308.5,1501,44.9,20,0,136855.0,0.005181381,False,False,False,False,0,False,0,False,11.100000000000023,7.057796627919153,0.013315579227696404,1,0,[1.],0.0,0.0,0.3333333333333333,1
428,M15287,M,297.5,308.5,1496,42.2,22,0,136856.0,0.117018066,False,False,False,False,0,False,0,False,11.0,6.611289140224108,0.014696058784235137,1,0,[1.],0.0,0.0,0.36666666666666664,2
429,M15288,M,297.6,308.6,1595,36.9,25,0,136857.0,0.011283638,False,False,False,False,0,False,0,False,11.0,6.163524976437324,0.015664160401002505,1,0,[1.],0.0,0.0,0.4166666666666667,2
430,L47609,L,297.5,308.6,1208,62.3,28,0,136858.0,0.005378312,False,False,False,False,0,False,0,False,11.100000000000023,7.881285998533877,0.02315963606286187,1,0,[1.],0.0,0.0,0.4666666666666667,1
431,L47610,L,297.5,308.6,1596,37.1,30,0,136859.0,0.004390732,False,False,False,False,0,False,0,False,11.100000000000023,6.2008168394596295,0.01878522229179712,1,0,[1.],0.0,0.0,0.5,1
432,L47611,L,297.5,308.5,1446,41.9,32,0,136860.0,0.005667182,False,False,False,False,0,False,0,False,11.0,6.344894753377317,0.0221147201105736,1,0,[0.],0.0,0.0,0.5333333333333333,1
433,M15292,M,297.6,308.5,1466,39.7,34,0,136861.0,0.005334127,False,False,False,False,0,False,0,False,10.899999999999977,6.0948999895277,0.023176550783912748,1,0,[1.],0.0,0.0,0.5666666666666667,2
434,M15293,M,297.6,308.5,1848,23.7,37,0,136862.0,0.009232442,False,False,False,False,0,False,0,False,10.899999999999977,4.586616399622997,0.020010816657652784,1,0,[1.],0.0,0.0,0.6166666666666667,2
435,M15294,M,297.5,308.5,1484,44.7,40,0,136863.0,0.004564325,False,False,False,False,0,False,0,False,11.0,6.946779767514923,0.026936026936026935,1,0,[1.],0.0,0.0,0.6666666666666666,2
436,L47615,L,297.4,308.3,1493,41.2,43,0,136864.0,0.005066191,False,False,False,False,0,False,0,False,10.900000000000034,6.441679757042623,0.028781793842034806,1,0,[1.],0.0,0.0,0.7166666666666667,1
437,L47616,L,297.3,308.3,1504,36.3,45,0,136865.0,0.006003416,False,False,False,False,0,False,0,False,11.0,5.717373546968268,0.029900332225913623,1,0,[1.],0.0,0.0,0.75,1
438,L47617,L,297.3,308.3,1538,38.5,47,0,136866.0,0.005149601,False,False,False,False,0,False,0,False,11.0,6.200963451670332,0.030539311241065625,1,0,[1.],0.0,0.0,0.7833333333333333,1
439,L47618,L,297.4,308.4,1341,52.2,49,0,136867.0,0.008765255,False,False,False,False,0,False,0,False,11.0,7.330631479736097,0.03651266766020864,1,0,[1.],0.0,0.0,0.8166666666666667,1
440,M15299,M,297.4,308.3,1535,34.6,51,0,136868.0,0.006686104,False,False,False,False,0,False,0,False,10.900000000000034,5.561943659021887,0.033203125,1,0,[1.],0.0,0.0,0.85,2
441,L47620,L,297.4,308.5,1389,39.2,54,0,136869.0,0.010740373,False,False,False,False,0,False,0,False,11.100000000000023,5.702042098649073,0.03884892086330935,1,0,[1.],0.0,0.0,0.9,1
442,H29855,H,297.5,308.5,1393,46.6,56,0,136870.0,0.005793641,False,False,False,False,0,False,0,False,11.0,6.797968373651692,0.040172166427546625,1,0,[1.],0.0,0.0,0.9333333333333333,0
443,L47622,L,297.4,308.5,1399,61.5,61,1,136871.0,0.004490608,False,False,False,False,0,False,1,False,11.100000000000023,9.010210493245365,0.04357142857142857,1,0,[1.],0.0,0.0,1.0166666666666666,1
444,H29857,H,297.4,308.5,1469,45.1,63,0,136872.0,0.00526224,False,False,False,False,0,False,0,False,11.100000000000023,6.938098230181172,0.04285714285714286,1,0,[1.],0.0,0.0,1.05,0
445,L47624,L,297.4,308.4,1582,37.2,68,0,136873.0,0.004492171,False,False,False,False,0,False,0,False,11.0,6.162990889098335,0.04295641187618446,1,0,[1.],0.0,0.0,1.1333333333333333,1
446,L47625,L,297.5,308.6,1793,26.7,70,0,136874.0,0.004006928,False,False,False,False,0,False,0,False,11.100000000000023,5.013415017279296,0.03901895206243032,1,0,[1.],0.0,0.0,1.1666666666666667,1
447,L47626,L,297.5,308.6,1452,39.0,72,0,136875.0,0.004843671,False,False,False,False,0,False,0,False,11.100000000000023,5.930254476908577,0.04955264969029594,1,0,[1.],0.0,0.0,1.2,1
448,M15307,M,297.6,308.7,1376,59.9,74,0,136876.0,0.004143139,False,False,False,False,0,False,0,False,11.099999999999966,8.631521625301078,0.05374001452432825,1,0,[1.],0.0,0.0,1.2333333333333334,2
449,L47628,L,297.5,308.6,1552,44.9,77,0,136877.0,0.023636691,False,False,False,False,0,False,0,False,11.100000000000023,7.2976018431249345,0.049581455247907275,1,0,[1.],0.0,0.0,1.2833333333333334,1
450,L47629,L,297.6,308.7,1622,37.9,79,0,136878.0,0.003640425,False,False,False,False,0,False,0,False,11.099999999999966,6.4377212273536495,0.04867529266789895,1,0,[1.],0.0,0.0,1.3166666666666667,1
451,M15310,M,297.6,308.7,1419,41.7,81,0,136879.0,0.007325541,False,False,False,False,0,False,0,False,11.099999999999966,6.19670122525919,0.05704225352112676,1,0,[1.],0.0,0.0,1.35,2
452,H29865,H,297.5,308.6,1440,46.1,84,0,136880.0,0.00800247,False,False,False,False,0,False,0,False,11.100000000000023,6.9519321394910465,0.05829285218598196,1,0,[1.],0.0,0.0,1.4,0
453,M15312,M,297.4,308.6,1643,31.0,89,0,136881.0,0.022526945,False,False,False,False,0,False,0,False,11.200000000000045,5.333856948371557,0.054136253041362534,1,0,[1.],0.0,0.0,1.4833333333333334,2
454,L47633,L,297.4,308.7,1510,36.2,92,0,136882.0,0.004518714,False,False,False,False,0,False,0,False,11.300000000000011,5.724369043878941,0.06088682991396426,1,0,[1.],0.0,0.0,1.5333333333333334,1
455,L47634,L,297.4,308.7,1468,46.6,94,0,136883.0,0.005486898,False,False,False,False,0,False,0,False,11.300000000000011,7.163975285370197,0.06398910823689585,1,0,[1.],0.0,0.0,1.5666666666666667,1
456,L47635,L,297.4,308.7,1429,57.4,96,0,136884.0,0.004538239,False,False,False,False,0,False,0,False,11.300000000000011,8.589862812859984,0.06713286713286713,1,0,[1.],0.0,0.0,1.6,1
457,H29870,H,297.3,308.7,1478,47.6,98,0,136885.0,0.277405659,False,False,False,False,0,False,0,False,11.399999999999977,7.367556812231648,0.06626098715348208,1,0,[1.],0.0,0.0,1.6333333333333333,0
458,L47637,L,297.4,308.6,1276,53.6,103,0,136886.0,0.003837296,False,False,False,False,0,False,0,False,11.200000000000045,7.162383495653996,0.08065779169929523,1,0,[0.],0.0,0.0,1.7166666666666666,1
459,L47638,L,297.3,308.6,1486,42.6,105,0,136887.0,0.004312496,False,False,False,False,0,False,0,False,11.300000000000011,6.629343386742067,0.07061197041022192,1,0,[1.],0.0,0.0,1.75,1
460,L47639,L,297.4,308.6,1476,42.3,107,0,136888.0,0.013710113,False,False,False,False,0,False,0,False,11.200000000000045,6.538360037700282,0.07244414353419093,1,0,[1.],0.0,0.0,1.7833333333333334,1
461,H29874,H,297.3,308.6,1431,42.0,109,0,136889.0,0.004909969,False,False,False,False,0,False,0,False,11.300000000000011,6.294062205466541,0.07611731843575419,1,0,[1.],0.0,0.0,1.8166666666666667,0
462,L47641,L,297.4,308.7,1402,40.2,114,0,136890.0,0.171808554,False,False,False,False,0,False,0,False,11.300000000000011,5.902230600062834,0.08125445473984319,1,0,[1.],0.0,0.0,1.9,1
463,L47642,L,297.4,308.7,1433,43.4,116,0,136891.0,0.005228257,False,False,False,False,0,False,0,False,11.300000000000011,6.512954236045659,0.08089260808926081,1,0,[1.],0.0,0.0,1.9333333333333333,1
464,L47643,L,297.4,308.7,2874,4.2,118,1,136892.0,0.005084758,False,False,False,False,0,False,1,False,11.300000000000011,1.2640904806786053,0.04104347826086956,1,0,[1.],0.0,0.0,1.9666666666666666,1
465,L47644,L,297.3,308.6,1511,35.7,120,0,136893.0,0.00797215,False,False,False,False,0,False,0,False,11.300000000000011,5.649041784480051,0.07936507936507936,1,0,[1.],0.0,0.0,2.0,1
466,M15325,M,297.3,308.6,1456,42.9,122,0,136894.0,0.004162845,False,False,False,False,0,False,0,False,11.300000000000011,6.541250392711278,0.08373369938229239,1,0,[1.],0.0,0.0,2.033333333333333,2
467,L47646,L,297.2,308.5,1550,41.5,125,0,136895.0,0.023480999,False,False,False,False,0,False,0,False,11.300000000000011,6.7363074667504454,0.08059316569954868,1,0,[1.],0.0,0.0,2.0833333333333335,1
468,L47647,L,297.2,308.5,2182,16.5,127,0,136896.0,0.005142764,False,False,False,False,0,False,0,False,11.300000000000011,3.7703424442349984,0.058176820888685296,1,0,[1.],0.0,0.0,2.1166666666666667,1
469,L47648,L,297.3,308.7,1619,31.6,129,0,136897.0,0.007970549,False,False,False,False,0,False,0,False,11.399999999999977,5.357670960309981,0.07962962962962963,1,0,[1.],0.0,0.0,2.15,1
470,M15329,M,297.3,308.8,1586,32.7,131,0,136898.0,0.007318308,False,False,False,False,0,False,0,False,11.5,5.4311655670750865,0.08254568367989919,1,0,[1.],0.0,0.0,2.183333333333333,2
471,H29884,H,297.3,308.8,1499,44.2,134,0,136899.0,0.004061574,False,False,False,False,0,False,0,False,11.5,6.938506649910986,0.08933333333333333,1,0,[1.],0.0,0.0,2.2333333333333334,0
472,H29885,H,297.3,308.8,1419,42.4,139,0,136900.0,0.00392541,False,False,False,False,0,False,0,False,11.5,6.300722588752749,0.09788732394366197,1,0,[1.],0.0,0.0,2.316666666666667,0
473,M15332,M,297.4,309.0,1497,41.8,144,0,136901.0,0.004099487,False,False,False,False,0,False,0,False,11.600000000000023,6.553000314169023,0.09612817089452604,1,0,[1.],0.0,0.0,2.4,2
474,M15333,M,297.4,309.0,1520,37.0,147,0,136902.0,0.007153718,False,False,False,False,0,False,0,False,11.600000000000023,5.889621949942402,0.09664694280078895,1,0,[1.],0.0,0.0,2.45,2
475,L47654,L,297.4,309.1,1478,49.8,150,0,136903.0,0.004303008,False,False,False,False,0,False,0,False,11.700000000000045,7.708074143889412,0.10141987829614604,1,0,[1.],0.0,0.0,2.5,1
476,L47655,L,297.4,309.1,1380,41.1,152,0,136904.0,0.007157401,False,False,False,False,0,False,0,False,11.700000000000045,5.939679547596607,0.11006517016654598,1,0,[1.],0.0,0.0,2.533333333333333,1
477,L47656,L,297.4,309.0,1570,37.9,154,0,136905.0,0.006366492,False,False,False,False,0,False,0,False,11.600000000000023,6.231333123887318,0.098026734563972,1,0,[1.],0.0,0.0,2.566666666666667,1
478,H29891,H,297.4,309.0,1468,41.4,156,0,136906.0,0.004908832,False,False,False,False,0,False,0,False,11.600000000000023,6.364561734213006,0.10619469026548672,1,0,[1.],0.0,0.0,2.6,0
479,L47658,L,297.4,309.0,1833,22.6,161,0,136907.0,0.006504962,False,False,False,False,0,False,0,False,11.600000000000023,4.33823437009111,0.08778625954198473,1,0,[1.],0.0,0.0,2.683333333333333,1
480,M15339,M,297.4,308.9,1323,57.3,163,0,136908.0,0.004223995,False,False,False,False,0,False,0,False,11.5,7.938831291234684,0.12311178247734139,1,0,[1.],0.0,0.0,2.716666666666667,2
481,L47660,L,297.4,309.0,1583,32.0,166,0,136909.0,0.004704021,False,False,False,False,0,False,0,False,11.600000000000023,5.304848675253953,0.10479797979797979,1,0,[1.],0.0,0.0,2.7666666666666666,1
482,M15341,M,297.3,309.0,1556,39.5,168,0,136910.0,0.01790027,False,False,False,False,0,False,0,False,11.699999999999989,6.436485495863441,0.10789980732177264,1,0,[1.],0.0,0.0,2.8,2
483,L47662,L,297.3,309.0,1548,37.4,171,0,136911.0,0.0095779,False,False,False,False,0,False,0,False,11.699999999999989,6.062959472196042,0.1103938024531956,1,0,[1.],0.0,0.0,2.85,1
484,L47663,L,297.4,309.0,1324,56.9,173,0,136912.0,0.065636269,False,False,False,False,0,False,0,False,11.600000000000023,7.889370614724054,0.13056603773584904,1,0,[1.],0.0,0.0,2.8833333333333333,1
485,L47664,L,297.4,309.0,1568,33.7,175,0,136913.0,0.025221134,False,False,False,False,0,False,0,False,11.600000000000023,5.533731280762384,0.11153601019757807,1,0,[1.],0.0,0.0,2.9166666666666665,1
486,M15345,M,297.4,309.0,1685,30.7,177,0,136914.0,0.004708913,False,False,False,False,0,False,0,False,11.600000000000023,5.417268823960624,0.10498220640569395,1,0,[1.],0.0,0.0,2.95,2
487,M15346,M,297.4,309.1,1582,35.9,180,0,136915.0,0.013771918,False,False,False,False,0,False,0,False,11.700000000000045,5.947617551576081,0.11370814908401769,1,0,[1.],0.0,0.0,3.0,2
488,M15347,M,297.4,309.1,1463,35.0,183,0,136916.0,0.003874843,False,False,False,False,0,False,0,False,11.700000000000045,5.362341606450937,0.125,1,0,[1.],0.0,0.0,3.05,2
489,L47668,L,297.4,309.2,1584,42.8,186,0,136917.0,0.006465352,False,False,False,False,0,False,0,False,11.800000000000011,7.099717247879359,0.11735015772870662,1,0,[1.],0.0,0.0,3.1,1
490,M15349,M,297.5,309.2,1347,55.8,188,0,136918.0,0.004516947,False,False,False,False,0,False,0,False,11.699999999999989,7.871253534401507,0.1394658753709199,1,0,[1.],0.0,0.0,3.1333333333333333,2
491,L47670,L,297.4,309.2,1459,37.9,191,0,136919.0,0.005573454,False,False,False,False,0,False,0,False,11.800000000000011,5.790773903026495,0.13082191780821917,1,0,[1.],0.0,0.0,3.183333333333333,1
492,L47671,L,297.4,309.2,1420,45.6,193,0,136920.0,0.009397356,False,False,False,False,0,False,0,False,11.800000000000011,6.781024191014766,0.1358198451794511,1,0,[1.],0.0,0.0,3.216666666666667,1
493,L47672,L,297.5,309.3,1404,43.5,195,0,136921.0,0.011300564,False,False,False,False,0,False,0,False,11.800000000000011,6.395852968897267,0.1387900355871886,1,0,[1.],0.0,0.0,3.25,1
494,L47673,L,297.5,309.3,1470,38.8,197,0,136922.0,0.004214273,False,False,False,False,0,False,0,False,11.800000000000011,5.972981464027646,0.13392250169952413,1,0,[1.],0.0,0.0,3.283333333333333,1
495,L47674,L,297.6,309.4,1326,49.8,199,0,136923.0,0.006204798,False,False,False,False,0,False,0,False,11.799999999999955,6.915362865221489,0.14996232102486812,1,0,[1.],0.0,0.0,3.316666666666667,1
496,H29909,H,297.5,309.3,1459,49.7,201,0,136924.0,0.007264351,False,False,False,False,0,False,0,False,11.800000000000011,7.593706147240549,0.13767123287671232,1,0,[1.],0.0,0.0,3.35,0
497,M15356,M,297.5,309.2,1530,40.0,206,0,136925.0,0.006079559,False,False,False,False,0,False,0,False,11.699999999999989,6.409048067860509,0.13455258001306336,1,0,[1.],0.0,0.0,3.433333333333333,2
498,L47677,L,297.4,309.0,1505,39.2,209,0,136926.0,0.005774184,False,False,False,False,0,False,0,False,11.600000000000023,6.178238559011415,0.1387782204515272,1,0,[1.],0.0,0.0,3.4833333333333334,1
499,L47678,L,297.5,309.1,1611,30.2,211,0,136927.0,0.004166494,False,False,False,False,0,False,0,False,11.600000000000023,5.095004712535344,0.13089330024813894,1,0,[0.],0.0,0.0,3.5166666666666666,1
500,L47679,L,297.5,309.1,1515,35.1,213,0,136928.0,0.004914313,False,False,False,False,0,False,0,False,11.600000000000023,5.5688030160226205,0.14050131926121373,1,0,[1.],0.0,0.0,3.55,1
501,M15360,M,297.5,309.2,1804,27.4,215,0,136929.0,0.141708686,False,False,False,False,0,False,0,False,11.699999999999989,5.176416378678396,0.11911357340720222,1,0,[1.],0.0,0.0,3.5833333333333335,2
502,M15361,M,297.6,309.3,1464,46.2,218,0,136930.0,0.017990664,False,False,False,False,0,False,0,False,11.699999999999989,7.083129123468426,0.14880546075085324,1,0,[1.],0.0,0.0,3.6333333333333333,2
503,L47682,L,297.6,309.2,1390,43.3,221,0,136931.0,0.012399639,False,False,False,False,0,False,0,False,11.599999999999966,6.302963661116347,0.1588785046728972,1,0,[1.],0.0,0.0,3.683333333333333,1
504,M15363,M,297.6,309.2,1442,48.1,0,0,136932.0,0.006532445,False,False,False,False,0,False,0,False,11.599999999999966,7.263608754843439,0.0,1,0,[1.],0.0,0.0,0.0,2
505,M15364,M,297.6,309.3,1529,41.9,3,0,136933.0,0.00627344,False,False,False,False,0,False,0,False,11.699999999999989,6.709089957063567,0.00196078431372549,1,0,[1.],0.0,0.0,0.05,2
506,L47685,L,297.6,309.3,1610,35.0,6,0,136934.0,0.011969878,False,False,False,False,0,False,0,False,11.699999999999989,5.901141480783328,0.0037243947858473,1,0,[1.],0.0,0.0,0.1,1
507,L47686,L,297.6,309.3,1543,34.3,8,0,136935.0,0.004942614,False,False,False,False,0,False,0,False,11.699999999999989,5.542454707299193,0.0051813471502590676,1,0,[1.],0.0,0.0,0.13333333333333333,1
508,H29921,H,297.8,309.4,1445,48.2,10,0,136936.0,0.005512851,False,False,False,False,0,False,0,False,11.599999999999966,7.293852759451251,0.006915629322268326,1,0,[1.],0.0,0.0,0.16666666666666666,0
509,L47688,L,297.7,309.3,1893,24.6,15,0,136937.0,0.004210566,False,False,False,False,0,False,0,False,11.600000000000023,4.8767200754005655,0.00791974656810982,1,0,[1.],0.0,0.0,0.25,1
510,M15369,M,297.6,309.3,1415,41.3,17,0,136938.0,0.004356157,False,False,False,False,0,False,0,False,11.699999999999989,6.119960205257094,0.012005649717514125,1,0,[1.],0.0,0.0,0.2833333333333333,2
511,L47690,L,297.5,309.3,1564,37.5,20,0,136939.0,0.004312732,False,False,False,False,0,False,0,False,11.800000000000011,6.142004398366321,0.012779552715654952,1,0,[1.],0.0,0.0,0.3333333333333333,1
512,L47691,L,297.5,309.3,1479,39.4,22,0,136940.0,0.032778978,False,False,False,False,0,False,0,False,11.800000000000011,6.102481935281181,0.014864864864864866,1,0,[1.],0.0,0.0,0.36666666666666664,1
513,L47692,L,297.5,309.2,1426,44.8,24,0,136941.0,0.119717659,False,False,False,False,0,False,0,False,11.699999999999989,6.690208398785213,0.016818500350385426,1,0,[0.],0.0,0.0,0.4,1
514,L47693,L,297.4,309.2,1428,38.8,26,0,136942.0,0.007255874,False,False,False,False,0,False,0,False,11.800000000000011,5.802324850769714,0.01819454163750875,1,0,[1.],0.0,0.0,0.43333333333333335,1
515,L47694,L,297.4,309.2,1620,33.2,28,0,136943.0,0.005599394,False,False,False,False,0,False,0,False,11.800000000000011,5.6324222431668245,0.01727328809376928,1,0,[1.],0.0,0.0,0.4666666666666667,1
516,L47695,L,297.5,309.2,1715,28.0,30,0,136944.0,0.107031814,False,False,False,False,0,False,0,False,11.699999999999989,5.028798827102315,0.017482517482517484,1,0,[1.],0.0,0.0,0.5,1
517,L47696,L,297.5,309.3,1732,29.9,32,0,136945.0,0.012438843,False,False,False,False,0,False,0,False,11.800000000000011,5.42326945229867,0.018465089440276975,1,0,[1.],0.0,0.0,0.5333333333333333,1
518,M15377,M,297.5,309.4,1391,58.2,34,0,136946.0,0.006021263,False,False,False,False,0,False,0,False,11.899999999999977,8.477976751492303,0.02442528735632184,1,0,[1.],0.0,0.0,0.5666666666666667,2
519,L47698,L,297.6,309.5,1924,20.6,37,0,136947.0,0.005295657,False,False,False,False,0,False,0,False,11.899999999999977,4.1506335741962515,0.01922077922077922,1,0,[1.],0.0,0.0,0.6166666666666667,1
520,M15379,M,297.7,309.5,2027,19.8,39,0,136948.0,0.022996127,False,False,False,False,0,False,0,False,11.800000000000011,4.20301602262017,0.019230769230769232,1,0,[1.],0.0,0.0,0.65,2
521,L47700,L,297.6,309.5,1617,36.2,42,0,136949.0,0.013807636,False,False,False,False,0,False,0,False,11.899999999999977,6.13000314169023,0.02595797280593325,1,0,[1.],0.0,0.0,0.7,1
522,L47701,L,297.5,309.4,1497,35.8,44,0,136950.0,0.004592021,False,False,False,False,0,False,0,False,11.899999999999977,5.612378259503613,0.029372496662216287,1,0,[1.],0.0,0.0,0.7333333333333333,1
523,M15382,M,297.5,309.5,1448,43.7,46,0,136951.0,0.01147839,False,False,False,False,0,False,0,False,12.0,6.626620588543304,0.031746031746031744,1,0,[1.],0.0,0.0,0.7666666666666667,2
524,L47703,L,297.4,309.4,1401,45.9,49,0,136952.0,0.00571151,False,False,False,False,0,False,0,False,12.0,6.73430725730443,0.03495007132667618,1,0,[1.],0.0,0.0,0.8166666666666667,1
525,L47704,L,297.4,309.4,1620,35.4,51,0,136953.0,0.106571728,False,False,False,False,0,False,0,False,12.0,6.005655042412818,0.03146206045650833,1,0,[1.],0.0,0.0,0.85,1
526,L47705,L,297.4,309.4,1466,45.5,53,0,136954.0,0.005129238,False,False,False,False,0,False,0,False,12.0,6.985338778929731,0.03612815269256987,1,0,[1.],0.0,0.0,0.8833333333333333,1
527,L47706,L,297.6,309.5,1373,50.6,55,0,136955.0,0.005360534,False,False,False,False,0,False,0,False,11.899999999999977,7.275505288511886,0.04002911208151383,1,0,[1.],0.0,0.0,0.9166666666666666,1
528,M15387,M,297.6,309.6,1592,35.8,57,0,136956.0,0.005111864,False,False,False,False,0,False,0,False,12.0,5.968541208503508,0.035781544256120526,1,0,[1.],0.0,0.0,0.95,2
529,M15388,M,297.5,309.5,1553,42.4,60,0,136957.0,0.006230321,False,False,False,False,0,False,0,False,12.0,6.895716828987328,0.03861003861003861,1,0,[1.],0.0,0.0,1.0,2
530,L47709,L,297.6,309.5,1569,36.2,63,0,136958.0,0.008759911,False,False,False,False,0,False,0,False,11.899999999999977,5.948036443606661,0.040127388535031845,1,0,[1.],0.0,0.0,1.05,1
531,M15390,M,297.6,309.5,1709,32.2,65,0,136959.0,0.005128449,False,False,False,False,0,False,0,False,11.899999999999977,5.7628861660906905,0.038011695906432746,1,0,[1.],0.0,0.0,1.0833333333333333,2
532,L47711,L,297.6,309.5,1549,34.9,68,0,136960.0,0.979696443,False,False,False,False,0,False,0,False,11.899999999999977,5.661336265577547,0.04387096774193548,1,0,[1.],0.0,0.0,1.1333333333333333,1
533,L47712,L,297.5,309.4,1443,45.4,70,0,136961.0,0.007229254,False,False,False,False,0,False,0,False,11.899999999999977,6.860634621426327,0.04847645429362881,1,0,[1.],0.0,0.0,1.1666666666666667,1
534,L47713,L,297.5,309.3,1675,29.8,72,0,136962.0,0.005960954,False,False,False,False,0,False,0,False,11.800000000000011,5.227248926589172,0.04295942720763723,1,0,[1.],0.0,0.0,1.2,1
535,L47714,L,297.5,309.3,1623,33.4,74,0,136963.0,0.062629277,False,False,False,False,0,False,0,False,11.800000000000011,5.676845743009739,0.04556650246305419,1,0,[1.],0.0,0.0,1.2333333333333334,1
536,H29949,H,297.4,309.3,1365,52.4,76,0,136964.0,0.012505059,False,False,False,False,0,False,0,False,11.900000000000034,7.490417844800502,0.055636896046852125,1,0,[1.],0.0,0.0,1.2666666666666666,0
537,L47716,L,297.4,309.3,1759,24.8,81,0,136965.0,0.012287556,False,False,False,False,0,False,0,False,11.900000000000034,4.5683527070897485,0.04602272727272727,1,0,[1.],0.0,0.0,1.35,1
538,H29951,H,297.4,309.3,1516,43.0,83,0,136966.0,0.016908149,False,False,False,False,0,False,0,False,11.900000000000034,6.82668342234789,0.05471324983520105,1,0,[1.],0.0,0.0,1.3833333333333333,0
539,M15398,M,297.4,309.3,1499,36.8,88,0,136967.0,0.004942147,False,False,False,False,0,False,0,False,11.900000000000034,5.776856215310503,0.058666666666666666,1,0,[1.],0.0,0.0,1.4666666666666666,2
540,M15399,M,297.4,309.3,1775,25.8,91,0,136968.0,0.029193903,False,False,False,False,0,False,0,False,11.900000000000034,4.7957901350926795,0.051238738738738736,1,0,[1.],0.0,0.0,1.5166666666666666,2
541,L47720,L,297.4,309.4,1473,45.5,94,0,136969.0,0.004910393,False,False,False,False,0,False,0,False,12.0,7.018693056864593,0.06377204884667571,1,0,[1.],0.0,0.0,1.5666666666666667,1
542,L47721,L,297.4,309.4,1296,52.3,96,0,136970.0,0.005751545,False,False,False,False,0,False,0,False,12.0,7.098209236569274,0.07401696222050887,1,0,[1.],0.0,0.0,1.6,1
543,L47722,L,297.5,309.4,1803,24.7,98,0,136971.0,0.005978283,False,False,False,False,0,False,0,False,11.899999999999977,4.6637448947533775,0.05432372505543237,1,0,[1.],0.0,0.0,1.6333333333333333,1
544,H29957,H,297.5,309.3,1563,36.1,100,0,136972.0,0.007104538,False,False,False,False,0,False,0,False,11.800000000000011,5.908922400251336,0.0639386189258312,1,0,[1.],0.0,0.0,1.6666666666666667,0
545,M15404,M,297.5,309.4,1831,26.6,105,0,136973.0,0.025799379,False,False,False,False,0,False,0,False,11.899999999999977,5.100492198135931,0.05731441048034935,1,0,[1.],0.0,0.0,1.75,2
546,L47725,L,297.6,309.4,1958,22.1,108,0,136974.0,0.006621549,False,False,False,False,0,False,0,False,11.799999999999955,4.531553042203372,0.055130168453292494,1,0,[1.],0.0,0.0,1.8,1
547,L47726,L,297.5,309.4,1809,24.3,110,0,136975.0,0.01654045,False,False,False,False,0,False,0,False,11.899999999999977,4.6034872761545715,0.06077348066298342,1,0,[1.],0.0,0.0,1.8333333333333333,1
548,M15407,M,297.5,309.4,1482,39.3,112,0,136976.0,0.004491403,False,False,False,False,0,False,0,False,11.899999999999977,6.099340245051838,0.07552258934592043,1,0,[1.],0.0,0.0,1.8666666666666667,2
549,L47728,L,297.4,309.3,1332,53.2,115,0,136977.0,0.020216593,False,False,False,False,0,False,0,False,11.900000000000034,7.420923656927428,0.08627156789197299,1,0,[1.],0.0,0.0,1.9166666666666667,1
550,L47729,L,297.4,309.2,1437,40.4,117,0,136978.0,0.004646792,False,False,False,False,0,False,0,False,11.800000000000011,6.079673264216148,0.08136300417246176,1,0,[1.],0.0,0.0,1.95,1
551,L47730,L,297.4,309.2,1698,29.4,119,0,136979.0,0.005073944,False,False,False,False,0,False,0,False,11.800000000000011,5.227898209236569,0.07004120070629782,1,0,[1.],0.0,0.0,1.9833333333333334,1
552,L47731,L,297.4,309.2,1274,54.3,121,0,136980.0,0.018220808,False,False,False,False,0,False,0,False,11.800000000000011,7.244549167452089,0.09490196078431372,1,0,[1.],0.0,0.0,2.0166666666666666,1
